index,Enzyme:,Reaction:,T(K),pH ,δ<sub>r</sub>H(cal)/kJ mol<sup>-1</sup>),Reference:,Reference ID:,EC Value:,Method:,Buffer:
3497, alkaline phosphatase, D-ribulose 5-phosphate(aq) + H2O(l) = D-ribulose(aq) + orthophosphate(aq),298.15,8.5,-11.96,Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Gitomer W.L.; J. Biol. Chem.; 263 3670 (1988).,88TEW/STE2_814," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, Tris
3498, alkaline phosphatase, D-ribulose 5-phosphate(aq) + H2O(l) = D-ribulose(aq) + orthophosphate(aq),304.65,8.5,-12.46,,,,,
3499, alkaline phosphatase, D-ribulose 5-phosphate(aq) + H2O(l) = D-ribulose(aq) + orthophosphate(aq),310.15,8.5,-13.07,,,,,
