index,Enzyme:,Reaction:,T(K),pH ,K<sub>c</sub>' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1186, aspartate ammonia-lyase, L-aspartate(aq) = fumarate(aq) + ammonia(aq),302.15,7.0,0.010,Wilkinson J.S.; Williams V.R.; Arch. Biochem. Biophys.; 93 80 (1961).,61WIL/WIL_1209," 4.3.1.1                                                    (ENZYME |                                                 KEGG)                                                ", chemical analysis, phosphate (0.10 mol dm-3)
1187, aspartate ammonia-lyase, L-aspartate(aq) = fumarate(aq) + ammonia(aq),312.15,7.0,0.022,,,,,
