index,Enzyme:,Reaction:,T(K),pH ,K<sub>c</sub>' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
2768, penicillin amidase, ampicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D(-)-Î±-aminophenylacetic acid(aq),298.15,4.5,6E-3,Svedas V.K.; Margolin A.L.; Berezin I.V.; Enzyme Microb. Technol.; 2 138 (1980).,80SVE/MAR_1005," 3.5.1.11                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, citrate
2769, penicillin amidase, ampicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D(-)-Î±-aminophenylacetic acid(aq),298.15,5.0,1.3E-2,,,,,
