index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1020, D-xylulose reductase, L-threitol(aq) + NAD(aq) = L-erythrulose(aq) + NADH(aq),298.15,7.00,6.91E-5,Hollmann S.; Hoppe-Seyler's Z. Physiol. Chem.; 317 193 (1959).,59HOL_51," 1.1.1.9                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.05 mol dm-3)
1021, D-xylulose reductase, L-threitol(aq) + NAD(aq) = L-erythrulose(aq) + NADH(aq),298.15,8.00,6.91E-4,,,,,
