index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1541, purine-nucleoside phosphorylase, adenosine(aq) + orthophosphate(aq) = adenine(aq) + Î±-D-ribose 1-phosphate(aq),310.15,7.0,0.063,Sakai T.; Yorifuji T.; Tochikura T.; Ogata K.; Agr. Biol. Chem.; 31 533 (1967).,67SAK/YOR2_454," 2.4.2.1                                                    (ENZYME |                                                 KEGG)                                                ", electrophoresis, Tris (0.04 mol dm-3) + HCl
1542, purine-nucleoside phosphorylase, adenosine(aq) + orthophosphate(aq) = adenine(aq) + Î±-D-ribose 1-phosphate(aq),310.15,9.0,0.12,,,,,
