index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1309, UDPglucose 4-epimerase, UDPglucose(aq) = UDPgalactose(aq),300.15,7.1,0.289,Wilson D.B.; Hogness D.S.; J. Biol. Chem.; 239 2469 (1964).,64WIL/HOG_1252," 5.1.3.2                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, potassium phosphate (0.05 mol dm-3) and glycine (0.05 mol dm-3)
1310, UDPglucose 4-epimerase, UDPglucose(aq) = UDPgalactose(aq),300.15,8.7,0.278,,,,,
