index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1547, xylose isomerase, D-glucose(aq) = D-fructose(aq),298.15,7.0,0.74,Takasaki Y.; Agric. Biol. Chem.; 31 309 (1967).,67TAK_1303," 5.3.1.5                                                    (ENZYME |                                                 KEGG)                                                ", chemical analysis and polarimetry, phosphate (0.045 mol dm-3)
1548, xylose isomerase, D-glucose(aq) = D-fructose(aq),313.15,7.0,0.92,,,,,
1549, xylose isomerase, D-glucose(aq) = D-fructose(aq),333.15,7.0,1.15,,,,,
1550, xylose isomerase, D-glucose(aq) = D-fructose(aq),343.15,7.0,1.30,,,,,
