index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
3661, methylenetetrahydrofolate dehydrogenase (NAD+)," 5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)",310.15,7.8,0.012,Wohlfarth G.; Diekert G.; Arch. Microbiol.; 155 378 (1991).,91WOH/DIE_304," 1.5.1.15                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.1 mol dm-3) + HCl
3662, methylenetetrahydrofolate dehydrogenase (NAD+)," 5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)",310.15,7.9,0.0096,,,,,
