index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1767, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),298.65,8.0,4.8E-4,Lane R.S.; Dekker E.E.; Biochemistry; 8 2958 (1969).,69LAN/DEK_105," 1.1.1.27                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.3 mol dm-3) + HCl
1768, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),298.65,9.0,4.8E-3,,,,,
