index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
708, shikimate dehydrogenase, shikimate(aq) + NADP(aq) = 5-dehydroshikimate(aq) + NADPH(aq),303.15,7.0,0.0361,Yaniv H.; Gilvarg C.; J. Biol. Chem.; 213 787 (1955).,55YAN/GIL_83," 1.1.1.25                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.067 mol dm-3)
709, shikimate dehydrogenase, shikimate(aq) + NADP(aq) = 5-dehydroshikimate(aq) + NADPH(aq),303.15,7.9,0.175,,,,,
