index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1682, dihydrofolate reductase," 5,6,7,8-tetrahydrofolate(aq) + NADP(aq) = 7,8-dihydrofolate(aq) + NADPH(aq)",310.15,6.7,~2.4E-4,Nixon P.F.; Blakley R.L.; J. Biol. Chem.; 243 4722 (1968).,68NIX/BLA_298," 1.5.1.3                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, {Tris (0.050 mol dm-3) + HCl} or phosphate (0.050 mol dm-3)
1683, dihydrofolate reductase," 5,6,7,8-tetrahydrofolate(aq) + NADP(aq) = 7,8-dihydrofolate(aq) + NADPH(aq)",310.15,8.0,1.2E-3,,,,,
