index,Enzyme:,Reaction:,T(K),pH ,δ<sub>r</sub>H(cal)/kJ mol<sup>-1</sup>),Reference:,Reference ID:,EC Value:,Method:,Buffer:
3571," oligo-1,6-glucosidase", isomaltose(aq) + H2O(l) = 2 D-glucose(aq),298.15,5.65,5.93,Tewari Y.B.; Goldberg R.N.; J. Biol. Chem.; 264 3966 (1989).,89TEW/GOL_910," 3.2.1.10                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, sodium acetate (0.1 mol dm-3)
3572," oligo-1,6-glucosidase", isomaltose(aq) + H2O(l) = 2 D-glucose(aq),304.55,5.65,5.67,,,,,
3573," oligo-1,6-glucosidase", isomaltose(aq) + H2O(l) = 2 D-glucose(aq),310.15,5.65,6.35,,,,,
3574," oligo-1,6-glucosidase", isomaltose(aq) + H2O(l) = 2 D-glucose(aq),316.15,5.65,5.98,,,,,
