index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
849, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),303.15,6.12,0.69,Callaghan O.H.; Biochem. J.; 67 651 (1957).,57CAL_638," 2.7.4.3                                                    (ENZYME |                                                 KEGG)                                                ", chromatography, 2-amino 2-hydroxymethylpropane-13 diol (0.075 mol dm-3)
850, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),303.15,6.81,0.47,,,,,
851, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),303.15,7.50,0.46,,,,,
852, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),303.15,7.88,0.40,,,,,
