index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
341, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),293.15,10.0,9.0E-2,Theorell H.; Bonnichsen R.; Acta Chem. Scand.; 5 1105 (1951).,51THE/BON_12," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, phosphate (0.05 mol dm-3) and {glycine (0.10 mol dm-3)+ NaOH}
342, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),293.15,7.0,1.1E-4,,,,,
343, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),293.15,8.0,7.1E-4,,,,,
344, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),293.15,9.0,1.05E-2,,,,,
