index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
664, shikimate dehydrogenase, shikimate(aq) + NADP(aq) = 5-dehydroshikimate(aq) + NADPH(aq),303.15,7.0,0.036,Davis B.D.; Gilvarg C.; Mitsuhashi S.; Methods Enzymol.; 2 300 (1955).,55DAV/GIL_82," 1.1.1.25                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and spectrophotometry, Tris + HCl
665, shikimate dehydrogenase, shikimate(aq) + NADP(aq) = 5-dehydroshikimate(aq) + NADPH(aq),303.15,7.8,0.18,,,,,
