index,Enzyme:,Reaction:,T(K),pH ,K<sub>c</sub>' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
222, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",303.15,7,8.0E-5,Meyerhof O.; Junowicz-Kocholaty R.; J. Biol. Chem.; 149 71 (1943).,43MEY/JUN_1091," 4.1.2.13                                                    (ENZYME |                                                 KEGG)                                                ", chemical analysis and polarimetry,
223, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",311.15,7,1.5E-4,,,,,
224, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",313.15,7,1.1E-4,,,,,
225, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",333.15,7,4.5E-4,,,,,
