index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
619, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),311.15,7.5,0.86,Hele P.; J. Biol. Chem.; 206 671 (1954).,54HEL_1433," 6.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay, Tris (0.1 mol dm-3)
620, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),311.15,8.0,0.86,,,,,
621, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),311.15,8.5,0.86,,,,,
