index,Enzyme:,Reaction:,T(K),pH ,K<sub>c</sub>' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1946," L-erythro-3,5-diaminohexanoate dehydrogenase"," L-erythro-3,5-diaminohexanoate(aq) + NAD(aq) + H2O(l) = (S)-5-amino-3-oxohexanoate(aq) + NADH(aq) + ammonia(aq)",299.15,6.93,3.8E-3,Baker J.J.; Jeng I.; Barker H.A.; J. Biol. Chem.; 247 7724 (1972).,72BAK/JEN_290," 1.4.1.11                                                    (ENZYME |                                                 KEGG)                                                ", radioactivity and spectrophotometry, phosphate (0.088 mol dm-3)
1947," L-erythro-3,5-diaminohexanoate dehydrogenase"," L-erythro-3,5-diaminohexanoate(aq) + NAD(aq) + H2O(l) = (S)-5-amino-3-oxohexanoate(aq) + NADH(aq) + ammonia(aq)",299.15,6.97,4.1E-3,,,,,
1948," L-erythro-3,5-diaminohexanoate dehydrogenase"," L-erythro-3,5-diaminohexanoate(aq) + NAD(aq) + H2O(l) = (S)-5-amino-3-oxohexanoate(aq) + NADH(aq) + ammonia(aq)",299.15,7.00,4.0E-3,,,,,
1949," L-erythro-3,5-diaminohexanoate dehydrogenase"," L-erythro-3,5-diaminohexanoate(aq) + NAD(aq) + H2O(l) = (S)-5-amino-3-oxohexanoate(aq) + NADH(aq) + ammonia(aq)",299.15,7.37,5.0E-5,,,,,
1950," L-erythro-3,5-diaminohexanoate dehydrogenase"," L-erythro-3,5-diaminohexanoate(aq) + NAD(aq) + H2O(l) = (S)-5-amino-3-oxohexanoate(aq) + NADH(aq) + ammonia(aq)",299.15,7.37,5.3E-3,,,,,
1951," L-erythro-3,5-diaminohexanoate dehydrogenase"," L-erythro-3,5-diaminohexanoate(aq) + NAD(aq) + H2O(l) = (S)-5-amino-3-oxohexanoate(aq) + NADH(aq) + ammonia(aq)",299.15,7.37,6.2E-3,,,,,
1952," L-erythro-3,5-diaminohexanoate dehydrogenase"," L-erythro-3,5-diaminohexanoate(aq) + NAD(aq) + H2O(l) = (S)-5-amino-3-oxohexanoate(aq) + NADH(aq) + ammonia(aq)",299.15,7.37,8.3E-5,,,,,
