index,Enzyme:,Reaction:,T(K),pH ,δ<sub>r</sub>H(cal)/kJ mol<sup>-1</sup>),Reference:,Reference ID:,EC Value:,Method:,Buffer:
3494, alkaline phosphatase, D-ribose 5-phosphate(aq) + H2O(l) = D-ribose(aq) + orthophosphate(aq),298.15,8.4,-5.03,Tewari Y.B.; Steckler D.K.; Goldberg R.N.; Gitomer W.L.; J. Biol. Chem.; 263 3670 (1988).,88TEW/STE2_813," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, Tris
3495, alkaline phosphatase, D-ribose 5-phosphate(aq) + H2O(l) = D-ribose(aq) + orthophosphate(aq),304.65,8.4,-5.57,,,,,
3496, alkaline phosphatase, D-ribose 5-phosphate(aq) + H2O(l) = D-ribose(aq) + orthophosphate(aq),310.15,8.4,-5.76,,,,,
