index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
2282, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",298.15,7.0,8.0E2,Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_551," 2.7.1.11                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, Tris (0.1 mol dm-3) + HCl
2283, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",298.15,8.0,2.8E3,,,,,
2284, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",303.15,7.0,1.0E3,,,,,
2285, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",303.15,8.0,2.9E3,,,,,
2286, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",310.15,7.0,2.7E3,,,,,
2287, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",310.15,8.0,4.8E3,,,,,
