index,Enzyme:,Reaction:,T(K),pH ,K' ,Reference:,Reference ID:,EC Value:,Method:,Buffer:
1190, sulfate adenylyltransferase, ATP(aq) + sulfate(aq) = adenosine 5'-phosphosulfate(aq) + pyrophosphate(aq) ,303.15,7.2,1.8E-8,Akagi J.M.; Campbell L.L.; J. Bacteriol.; 84 1194 (1962).,62AKA/CAM_680," 2.7.7.4                                                    (ENZYME |                                                 KEGG)                                                ", radioactivity, Tris (0.067 mol dm-3)
1191, sulfate adenylyltransferase, ATP(aq) + sulfate(aq) = adenosine 5'-phosphosulfate(aq) + pyrophosphate(aq) ,303.15,8.0,6.2E-9,,,,,
